part_id,cont_id,cnt_otherpublicplace
1010208,101020807,0
1010208,101020808,0
1010208,101020809,0
1010208,101020810,0
1010208,101020811,0
1010208,101020812,0
1010208,101020813,0
1010208,101020814,0
1010208,101020815,0
1010208,101020816,0
1010208,101020817,0
1010208,101020818,0
1010208,101020819,0
1010208,101020820,0
1010208,101020821,0
1010208,101020822,0
1010208,101020823,0
1010209,101020901,0
1010209,101020902,0
1010209,101020903,0
1010209,101020904,0
1010209,101020905,0
1010209,101020906,0
1010209,101020907,0
1010209,101020908,0
1010209,101020909,0
1010209,101020910,0
1010209,101020911,0
1010209,101020912,0
1010209,101020913,0
1010209,101020914,0
1010209,101020915,0
1010210,101021001,0
1010210,101021002,0
1010210,101021003,0
1010210,101021004,0
1010210,101021005,0
1010210,101021006,0
1010210,101021007,0
1010210,101021008,0
1010210,101021009,0
1010210,101021010,0
1010210,101021011,0
1010210,101021012,0
1010210,101021013,0
1010210,101021014,0
1010211,101021101,0
1010211,101021102,0
1010211,101021103,0
1010211,101021104,0
1010211,101021105,0
1010211,101021106,0
1010211,101021107,0
1010213,101021301,0
1010213,101021302,0
1010213,101021303,0
1010213,101021304,0
1010213,101021305,0
1010213,101021306,0
1010213,101021307,0
1010213,101021308,0
1010213,101021309,0
1010213,101021310,0
1010213,101021311,0
1010213,101021312,0
1010213,101021313,0
1010213,101021314,0
1010213,101021315,0
1010213,101021316,0
1010213,101021317,0
1010213,101021318,0
1010213,101021319,0
1010213,101021320,0
1010213,101021321,0
1010213,101021322,0
1010213,101021323,0
1010213,101021324,0
1010213,101021325,0
1010213,101021326,0
1010214,101021401,0
1010215,101021501,0
1010215,101021502,0
1010216,101021601,0
1010216,101021602,0
1010216,101021603,0
1010216,101021604,0
1010216,101021605,0
1010217,101021701,1
1010217,101021702,0
1010217,101021703,0
1010217,101021704,0
1010217,101021705,0
1010217,101021706,0
1010217,101021707,0
1010217,101021708,0
1010217,101021709,0
1010217,101021710,0
1010217,101021711,0
1010217,101021712,0
1010217,101021713,0
1010217,101021714,0
1010217,101021715,0
1010217,101021716,0
1010217,101021717,0
1010217,101021718,0
1010217,101021719,0
1010218,101021801,0
1010218,101021802,0
1010218,101021803,0
1010218,101021804,0
1010218,101021805,0
1010219,101021901,0
1010219,101021902,0
1010219,101021903,0
1010219,101021904,0
1010219,101021905,1
1010220,101022001,0
1010220,101022002,0
1010221,101022101,0
1010221,101022102,0
1010221,101022103,0
1010222,101022201,0
1010222,101022202,0
1010222,101022203,0
1010222,101022204,0
1010222,101022205,0
1010222,101022206,0
1010222,101022207,0
1010222,101022208,0
1010222,101022209,1
1010222,101022210,0
1010223,101022301,0
1010223,101022302,0
1010223,101022303,0
1010224,101022401,0
1010224,101022402,1
1010224,101022403,0
1010224,101022404,1
1010224,101022405,1
1010225,101022501,0
1010225,101022502,0
1010225,101022503,0
1010225,101022504,0
1010225,101022505,0
1010225,101022506,0
1010225,101022507,0
1010225,101022508,0
1010225,101022509,0
1010225,101022510,0
1010225,101022511,0
1010225,101022512,0
1010225,101022513,0
1010225,101022514,0
1010225,101022515,0
1010225,101022516,0
1010225,101022517,0
1010225,101022518,0
1010225,101022519,0
1010225,101022520,0
1010225,101022521,0
1010225,101022522,0
1010225,101022523,0
1010225,101022524,0
1010225,101022525,0
1010225,101022526,0
1010225,101022527,0
1010225,101022528,0
1010225,101022529,0
1010225,101022530,0
1010301,101030101,0
1010301,101030102,1
1010301,101030103,1
1010301,101030104,1
1010301,101030105,1
1010301,101030106,1
1010301,101030107,0
1010301,101030108,1
1010301,101030109,1
1010301,101030110,1
1010301,101030111,1
1010301,101030112,1
1010301,101030113,1
1010301,101030114,1
1010301,101030115,1
1010301,101030116,1
1010301,101030117,1
1010301,101030118,1
1010301,101030119,1
1010301,101030120,1
1010301,101030121,0
1010302,101030201,0
1010302,101030202,0
1010302,101030203,0
1010302,101030204,0
1010302,101030205,0
1010302,101030206,1
1010302,101030207,0
1010302,101030208,0
1010302,101030209,0
1010302,101030210,0
1010302,101030211,0
1010302,101030212,0
1010302,101030213,1
1010302,101030214,1
1010302,101030215,1
1010302,101030216,0
1010302,101030217,0
1010302,101030218,0
1010302,101030219,0
1010302,101030220,0
1010302,101030221,0
1010302,101030222,0
1010302,101030223,0
1010302,101030224,0
1010302,101030225,0
1010302,101030226,1
1010302,101030227,0
1010302,101030228,1
1010302,101030229,0
1010302,101030230,0
1010303,101030301,1
1010303,101030302,1
1010303,101030303,1
1010303,101030304,0
1010303,101030305,0
1010303,101030306,1
1010303,101030307,1
1010303,101030308,1
1010303,101030309,0
1010303,101030310,0
1010303,101030311,0
1010303,101030312,1
1010303,101030313,1
1010303,101030314,0
1010303,101030315,0
1010303,101030316,1
1010303,101030317,0
1010304,101030401,0
1010304,101030402,0
1010304,101030403,0
1010304,101030404,0
1010304,101030405,0
1010304,101030406,0
1010304,101030407,0
1010304,101030408,0
1010304,101030409,0
1010304,101030410,0
1010304,101030411,0
1010304,101030412,0
1010304,101030413,0
1010304,101030414,0
1010305,101030501,0
1010305,101030502,0
1010305,101030503,0
1010305,101030504,0
1010306,101030601,0
1010306,101030602,0
1010306,101030603,0
1010306,101030604,0
1010306,101030605,1
1010306,101030606,1
1010306,101030607,1
1010306,101030608,1
1010307,101030701,0
1010307,101030702,0
1010307,101030703,0
1010307,101030704,1
1010307,101030705,1
1010307,101030706,0
1010307,101030707,1
1010307,101030708,1
1010307,101030709,1
1010307,101030710,0
1010307,101030711,0
1010307,101030712,1
1010307,101030713,1
1010307,101030714,0
1010307,101030715,0
1010307,101030716,0
1010307,101030717,0
1010308,101030801,0
1010308,101030802,0
1010308,101030803,0
1010308,101030804,1
1010308,101030805,1
1010308,101030806,1
1010308,101030807,0
1010308,101030808,0
1010308,101030809,0
1010308,101030810,0
1010308,101030811,0
1010308,101030812,0
1010308,101030813,0
1010308,101030814,0
1010308,101030815,0
1010308,101030816,0
1010308,101030817,1
1010308,101030818,1
1010309,101030901,0
1010309,101030902,0
1010309,101030903,0
1010309,101030904,0
1010310,101031001,0
1010310,101031002,0
1010310,101031003,0
1010310,101031004,0
1010311,101031101,0
1010311,101031102,0
1010311,101031103,0
1010311,101031104,0
1010311,101031105,0
1010311,101031106,0
1010311,101031107,0
1010311,101031108,0
1010311,101031109,0
1010311,101031110,0
1010312,101031201,0
1010312,101031202,0
1010312,101031203,0
1010312,101031204,0
1010312,101031205,0
1010312,101031206,0
1010312,101031207,0
1010313,101031301,0
1010313,101031302,0
1010313,101031303,0
1010314,101031401,0
1010314,101031402,1
1010314,101031403,1
1010314,101031404,1
1010314,101031405,1
1010315,101031501,0
1010315,101031502,0
1010315,101031503,0
1010315,101031504,0
1010315,101031505,0
1010315,101031506,0
1010315,101031507,1
1010316,101031601,0
1010316,101031602,0
1010316,101031603,0
1010316,101031604,0
1010316,101031605,0
1010316,101031606,0
1010316,101031607,0
1010316,101031608,0
1010316,101031609,0
1010316,101031610,0
1010316,101031611,0
1010316,101031612,0
1010316,101031613,0
1010316,101031614,0
1010316,101031615,0
1010316,101031616,0
1010316,101031617,0
1010316,101031618,0
1010316,101031619,0
1010316,101031620,0
1010317,101031701,0
1010317,101031702,0
1010317,101031703,0
1010317,101031704,0
1010317,101031705,0
1010317,101031706,0
1010317,101031707,0
1010317,101031708,0
1010317,101031709,0
1010317,101031710,0
1010317,101031711,0
1010317,101031712,0
1010317,101031713,0
1010317,101031714,0
1010318,101031801,0
1010318,101031802,0
1010318,101031803,1
1010318,101031804,1
1010319,101031901,0
1010319,101031902,0
1010319,101031903,0
1010319,101031904,0
1010319,101031905,0
1010319,101031906,0
1010319,101031907,0
1010319,101031908,0
1010319,101031909,0
1010319,101031910,1
1010320,101032001,0
1010320,101032002,0
1010320,101032003,0
1010320,101032004,0
1010320,101032005,0
1010321,101032101,0
1010321,101032102,0
1010321,101032103,0
1010321,101032104,0
1010322,101032201,0
1010322,101032202,0
1010322,101032203,0
1010322,101032204,0
1010323,101032301,0
1010323,101032302,0
1010323,101032303,0
1010323,101032304,0
1010323,101032305,0
1010324,101032401,0
1010324,101032402,0
1010324,101032403,0
1010324,101032404,1
1010324,101032405,1
1010325,101032501,0
1010325,101032502,1
1010325,101032503,0
1010325,101032504,0
1010325,101032505,0
1010401,101040101,0
1010401,101040102,1
1010401,101040103,0
1010401,101040104,0
1010401,101040105,0
1010401,101040106,0
1010401,101040107,0
1010401,101040108,0
1010401,101040109,0
1010401,101040110,0
1010402,101040201,1
1010402,101040202,1
1010402,101040203,0
1010402,101040204,1
1010402,101040205,0
1010402,101040206,0
1010402,101040207,0
1010402,101040208,0
1010403,101040301,0
1010403,101040302,0
1010403,101040303,0
1010403,101040304,1
1010403,101040305,1
1010403,101040306,1
1010403,101040307,1
1010403,101040308,1
1010403,101040309,1
1010403,101040310,1
1010403,101040311,1
1010403,101040312,1
1010403,101040313,1
1010405,101040501,0
1010405,101040502,0
1010405,101040503,0
1010405,101040504,0
1010405,101040505,0
1010405,101040506,0
1010405,101040507,0
1010405,101040508,0
1010405,101040509,0
1010405,101040510,0
1010405,101040511,0
1010405,101040512,0
1010406,101040601,0
1010406,101040602,0
1010406,101040603,0
1010406,101040604,1
1010406,101040605,1
1010406,101040606,0
1010406,101040607,0
1010406,101040608,0
1010406,101040609,0
1010406,101040610,0
1010407,101040701,0
1010407,101040702,0
1010407,101040703,0
1010407,101040704,0
1010407,101040705,1
1010407,101040706,0
1010407,101040707,1
1010407,101040708,1
1010407,101040709,0
1010407,101040710,0
1010407,101040711,0
1010407,101040712,0
1010407,101040713,0
1010407,101040714,0
1010407,101040715,0
1010407,101040716,0
1010407,101040717,0
1010407,101040718,0
1010407,101040719,0
1010407,101040720,0
1010408,101040801,0
1010408,101040802,0
1010408,101040803,1
1010408,101040804,1
1010408,101040805,1
1010408,101040806,1
1010408,101040807,1
1010408,101040808,1
1010408,101040809,1
1010408,101040810,1
1010408,101040811,1
1010409,101040901,0
1010409,101040902,0
1010409,101040903,0
1010409,101040904,0
1010409,101040905,0
1010409,101040906,0
1010409,101040907,0
1010409,101040908,0
1010410,101041001,0
1010410,101041002,0
1010410,101041003,0
1010410,101041004,0
1010410,101041005,0
1010410,101041006,0
1010410,101041007,0
1010410,101041008,0
1010410,101041009,0
1010410,101041010,0
1010410,101041011,0
1010410,101041012,0
1010410,101041013,0
1010410,101041014,0
1010410,101041015,0
1010410,101041016,0
1010410,101041017,0
1010410,101041018,0
1010410,101041019,0
1010410,101041020,0
1010410,101041021,0
1010410,101041022,0
1010411,101041101,0
1010411,101041102,0
1010411,101041103,0
1010411,101041104,0
1010412,101041201,0
1010412,101041202,0
1010412,101041203,0
1010412,101041204,0
1010412,101041205,0
1010413,101041301,0
1010413,101041302,0
1010413,101041303,0
1010413,101041304,0
1010413,101041305,0
1010413,101041306,0
1010413,101041307,0
1010413,101041308,0
1010413,101041309,0
1010413,101041310,0
1010413,101041311,0
1010413,101041312,0
1010413,101041313,0
1010413,101041314,0
1010413,101041315,0
1010413,101041316,0
1010413,101041317,0
1010414,101041401,0
1010414,101041402,0
1010414,101041403,0
1010414,101041404,0
1010414,101041405,0
1010414,101041406,0
1010414,101041407,0
1010414,101041408,0
1010414,101041409,0
1010415,101041501,0
1010415,101041502,0
1010415,101041503,1
1010415,101041504,0
1010415,101041505,0
1010415,101041506,0
1010415,101041507,1
1010415,101041508,0
1010415,101041509,0
1010415,101041510,0
1010415,101041511,0
1010415,101041512,0
1010415,101041513,0
1010415,101041514,0
1010415,101041515,0
1010416,101041601,0
1010418,101041801,0
1010418,101041802,0
1010418,101041803,0
1010418,101041804,0
1010418,101041805,0
1010418,101041806,1
1010418,101041807,1
1010418,101041808,0
1010418,101041809,0
1010418,101041810,1
1010418,101041811,0
1010418,101041812,0
1010418,101041813,0
1010418,101041814,0
1010418,101041815,0
1010418,101041816,0
1010418,101041817,0
1010418,101041818,0
1010418,101041819,0
1010418,101041820,0
1010418,101041821,0
1010418,101041822,0
1010418,101041823,0
1010418,101041824,0
1010418,101041825,0
1010418,101041826,0
1010418,101041827,0
1010418,101041828,0
1010418,101041829,0
1010419,101041901,0
1010419,101041902,0
1010419,101041903,0
1010419,101041904,0
1010419,101041905,0
1010419,101041906,0
1010419,101041907,0
1010419,101041908,0
1010419,101041909,0
1010419,101041910,0
1010419,101041911,0
1010419,101041912,0
1010419,101041913,0
1010419,101041914,0
1010419,101041915,0
1010419,101041916,1
1010419,101041917,1
1010419,101041918,0
1010419,101041919,0
1010419,101041920,0
1010419,101041921,0
1010419,101041922,0
1010419,101041923,0
1010420,101042001,0
1010420,101042002,0
1010420,101042003,0
1010420,101042004,0
1010420,101042005,0
1010420,101042006,0
1010420,101042007,0
1010420,101042008,0
1010420,101042009,0
1010420,101042010,0
1010420,101042011,0
1010421,101042101,0
1010421,101042102,0
1010421,101042103,0
1010421,101042104,0
1010421,101042105,0
1010421,101042106,1
1010421,101042107,1
1010421,101042108,1
1010421,101042109,1
1010421,101042110,1
1010421,101042111,1
1010421,101042112,1
1010421,101042113,1
1010421,101042114,1
1010421,101042115,1
1010421,101042116,1
1010421,101042117,1
1010421,101042118,1
1010421,101042119,1
1010421,101042120,1
1010422,101042201,0
1010422,101042202,1
1010422,101042203,1
1010422,101042204,0
1010422,101042205,0
1010422,101042206,0
1010422,101042207,0
1010422,101042208,0
1010422,101042209,0
1010422,101042210,0
1010422,101042211,0
1010422,101042212,0
1010422,101042213,0
1010422,101042214,0
1010422,101042215,0
1010422,101042216,0
1010422,101042217,0
1010422,101042218,0
1010422,101042219,0
1010422,101042220,0
1010422,101042221,0
1010422,101042222,0
1010422,101042223,0
1010422,101042224,0
1010423,101042301,0
1010423,101042302,0
1010423,101042303,0
1010423,101042304,0
1010423,101042305,0
1010423,101042306,0
1010423,101042307,0
1010423,101042308,0
1010423,101042309,0
1010423,101042310,0
1010424,101042401,0
1010424,101042402,0
1010424,101042403,0
1010424,101042404,0
1020101,102010101,0
1020101,102010102,1
1020101,102010103,0
1020101,102010104,1
1020101,102010105,1
1020101,102010106,1
1020101,102010107,1
1020101,102010108,1
1020101,102010109,0
1020102,102010201,0
1020102,102010202,0
1020102,102010203,0
1020102,102010204,0
1020102,102010205,1
1020102,102010206,1
1020102,102010207,1
1020103,102010301,0
1020103,102010302,0
1020103,102010303,0
1020103,102010304,0
1020104,102010401,0
1020104,102010402,0
1020104,102010403,0
1020105,102010501,1
1020105,102010502,1
1020105,102010503,1
1020105,102010504,1
1020105,102010505,1
1020105,102010506,0
1020105,102010507,0
1020106,102010601,1
1020106,102010602,0
1020106,102010603,0
1020106,102010604,0
1020106,102010605,0
1020107,102010701,0
1020108,102010801,0
1020108,102010802,0
1020108,102010803,0
1020108,102010804,0
1020109,102010901,0
1020109,102010902,0
1020109,102010903,0
1020109,102010904,0
1020109,102010905,0
1020109,102010906,1
1020109,102010907,0
1020109,102010908,0
1020109,102010909,0
1020110,102011001,0
1020110,102011002,0
1020110,102011003,0
1020111,102011101,0
1020111,102011102,0
1020111,102011103,0
1020111,102011104,0
1020111,102011105,1
1020111,102011106,1
1020111,102011107,1
1020111,102011108,1
1020111,102011109,1
1020112,102011201,0
1020112,102011202,0
1020112,102011203,0
1020112,102011204,0
1020112,102011205,1
1020112,102011206,1
1020112,102011207,0
1020113,102011301,0
1020113,102011302,0
1020114,102011401,0
1020114,102011402,0
1020114,102011403,0
1020114,102011404,0
1020114,102011405,0
1020114,102011406,0
1020114,102011407,0
1020114,102011408,0
1020114,102011409,0
1020114,102011410,0
1020116,102011601,0
1020116,102011602,0
1020116,102011603,0
1020116,102011604,1
1020116,102011605,0
1020117,102011701,0
1020117,102011702,0
1020117,102011703,0
1020117,102011704,0
1020118,102011801,0
1020118,102011802,0
1020119,102011901,0
1020119,102011902,0
1020120,102012001,0
1020120,102012002,0
1020121,102012101,1
1020121,102012102,1
1020121,102012103,0
1020121,102012104,0
1020121,102012105,0
1020121,102012106,0
1020123,102012301,1
1020123,102012302,1
1020123,102012303,1
1020123,102012304,1
1020123,102012305,1
1020124,102012401,0
1020124,102012402,1
1020125,102012501,1
1020125,102012502,1
1020125,102012503,0
1020125,102012504,0
1020127,102012701,0
1020127,102012702,0
1020127,102012703,0
1020128,102012801,0
1020128,102012802,0
1020128,102012803,0
1020128,102012804,0
1020128,102012805,0
1020128,102012806,0
1020128,102012807,0
1020128,102012808,0
1020128,102012809,0
1020128,102012810,1
1020128,102012811,0
1020128,102012812,0
1020128,102012813,0
1020128,102012814,1
1020128,102012815,1
1020128,102012816,1
1020128,102012817,1
1020129,102012901,0
1020129,102012902,0
1020129,102012903,0
1020129,102012904,0
1020129,102012905,0
1020129,102012906,0
1020129,102012907,0
1020129,102012908,0
1020129,102012909,0
1020129,102012910,0
1020129,102012911,0
1020129,102012912,0
1020129,102012913,0
1020129,102012914,0
1020129,102012915,0
1020130,102013001,1
1020130,102013002,1
1020130,102013003,1
1020130,102013004,1
1020130,102013005,1
1020130,102013006,1
1020130,102013007,1
1020130,102013008,1
1020130,102013009,1
1020130,102013010,0
1020130,102013011,0
1020130,102013012,0
1020130,102013013,0
1020130,102013014,0
1020130,102013015,0
1020130,102013016,0
1020130,102013017,0
1020130,102013018,0
1020130,102013019,0
1020130,102013020,0
1020131,102013101,0
1020131,102013102,0
1020131,102013103,0
1020132,102013201,0
1020132,102013202,0
1020133,102013301,0
1020133,102013302,0
1020133,102013303,0
1020134,102013401,0
1020134,102013402,1
1020134,102013403,1
1020134,102013404,1
1020134,102013405,1
1020201,102020101,0
1020201,102020102,0
1020201,102020103,0
1020201,102020104,0
1020201,102020105,0
1020201,102020106,0
1020201,102020107,0
1020201,102020108,0
1020201,102020109,0
1020201,102020110,0
1020201,102020111,0
1020201,102020112,0
1020201,102020113,0
1020201,102020114,0
1020201,102020115,0
1020201,102020116,0
1020201,102020117,0
1020202,102020201,0
1020202,102020202,0
1020202,102020203,1
1020202,102020204,0
1020203,102020301,0
1020203,102020302,0
1020203,102020303,1
1020203,102020304,0
1020203,102020305,0
1020203,102020306,0
1020203,102020307,0
1020204,102020401,0
1020204,102020402,0
1020204,102020403,0
1020204,102020404,0
1020204,102020405,0
1020204,102020406,0
1020204,102020407,0
1020204,102020408,0
1020204,102020409,0
1020204,102020410,0
1020204,102020411,0
1020204,102020412,0
1020204,102020413,0
1020205,102020501,0
1020205,102020502,0
1020205,102020503,0
1020205,102020504,0
1020205,102020505,0
1020205,102020506,0
1020206,102020601,0
1020206,102020602,0
1020206,102020603,0
1020206,102020604,0
1020206,102020605,1
1020206,102020606,1
1020207,102020701,0
1020207,102020702,1
1020207,102020703,1
1020207,102020704,1
1020207,102020705,0
1020207,102020706,0
1020207,102020707,0
1020208,102020801,0
1020208,102020802,0
1020208,102020803,0
1020208,102020804,0
1020208,102020805,0
1020209,102020901,0
1020209,102020902,0
1020209,102020903,0
1020209,102020904,0
1020209,102020905,0
1020209,102020906,0
1020209,102020907,0
1020209,102020908,0
1020209,102020909,0
1020209,102020910,0
1020209,102020911,0
1020209,102020912,0
1020209,102020913,0
1020209,102020914,0
1020209,102020915,0
1020209,102020916,0
1020209,102020917,0
1020209,102020918,0
1020209,102020919,0
1020210,102021001,0
1020210,102021002,0
1020210,102021003,0
1020210,102021004,0
1020210,102021005,0
1020210,102021006,1
1020210,102021007,1
1020210,102021008,1
1020210,102021009,1
1020210,102021010,1
1020210,102021011,1
